radius,step,fine_radius,fine_step,avg_iou,avg_runtime_ms
15.0,1.0,2.0,0.25,0.7067973858818467,592.6316555554271
25.0,1.0,2.0,0.25,0.664098299144558,1159.9072333333932
20.0,0.5,1.5,0.25,0.664098299144558,2372.591422222184
10.0,1.0,1.0,0.25,0.6936418513156375,413.23974444458145
