name,mala_iou,vadner_iou,avg_iou,avg_centroid_err,config
Baseline Default,0.4301167541805256,0.5988310119591067,0.5144738830698161,12.652382162597046,"{'name': 'Baseline Default', 'weights': {'distance_transform': 0.4, 'boundary_hint': 0.3, 'contour_similarity': 0.1, 'gradient_agreement': 0.1, 'area_consistency': 0.05, 'translation_smoothness': 0.05}, 'regularization_factor': 0.5, 'threshold_confidence_veto': 0.3, 'threshold_correctability': 0.6}"
"High DT, Low Hint",0.4301167541805256,0.5988310119591067,0.5144738830698161,12.652382162597046,"{'name': 'High DT, Low Hint', 'weights': {'distance_transform': 0.55, 'boundary_hint': 0.15, 'contour_similarity': 0.1, 'gradient_agreement': 0.1, 'area_consistency': 0.05, 'translation_smoothness': 0.05}, 'regularization_factor': 0.5, 'threshold_confidence_veto': 0.3, 'threshold_correctability': 0.6}"
High Regularization (0.7),0.4301167541805256,0.5988310119591067,0.5144738830698161,12.652382162597046,"{'name': 'High Regularization (0.7)', 'weights': {'distance_transform': 0.4, 'boundary_hint': 0.3, 'contour_similarity': 0.1, 'gradient_agreement': 0.1, 'area_consistency': 0.05, 'translation_smoothness': 0.05}, 'regularization_factor': 0.7, 'threshold_confidence_veto': 0.3, 'threshold_correctability': 0.6}"
Low Regularization (0.3),0.4301167541805256,0.5988310119591067,0.5144738830698161,12.652382162597046,"{'name': 'Low Regularization (0.3)', 'weights': {'distance_transform': 0.4, 'boundary_hint': 0.3, 'contour_similarity': 0.1, 'gradient_agreement': 0.1, 'area_consistency': 0.05, 'translation_smoothness': 0.05}, 'regularization_factor': 0.3, 'threshold_confidence_veto': 0.3, 'threshold_correctability': 0.6}"
High Vetoes,0.4301167541805256,0.5988310119591067,0.5144738830698161,12.652382162597046,"{'name': 'High Vetoes', 'weights': {'distance_transform': 0.4, 'boundary_hint': 0.3, 'contour_similarity': 0.1, 'gradient_agreement': 0.1, 'area_consistency': 0.05, 'translation_smoothness': 0.05}, 'regularization_factor': 0.5, 'threshold_confidence_veto': 0.45, 'threshold_correctability': 0.7}"
Optimized Blend,0.4301167541805256,0.6671049991631448,0.5486108766718352,11.755284825854641,"{'name': 'Optimized Blend', 'weights': {'distance_transform': 0.5, 'boundary_hint': 0.2, 'contour_similarity': 0.12, 'gradient_agreement': 0.08, 'area_consistency': 0.05, 'translation_smoothness': 0.05}, 'regularization_factor': 0.55, 'threshold_confidence_veto': 0.35, 'threshold_correctability': 0.6}"
