village,plot_number,num_local_maxima,peak_gap,entropy,curvature,path_length,score_variance,cause
village_Malatavadi,577,337,0.016645520022456894,7.641339861166399,2.8113407903360708,4,0.0017241172417162237,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,398/B,356,0.017961316505222147,7.635045245188428,2.477956261508347,4,0.003581373420262856,Poor Optimization (stuck on boundary)
village_Malatavadi,1751,348,0.01128543318142583,7.639033989107601,2.001916592530099,4,0.002517437222723679,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,111,360,0.0051864127129425674,7.640438932327161,2.016781057640729,4,0.0010826642157541913,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1970,358,0.005830105980046518,7.625884063974383,1.9178974172504006,4,0.00440680305367482,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,998,368,0.016473816185128276,7.6292091832048134,1.8056971834298898,4,0.004158225155171044,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2286,348,0.014582346218617537,7.637407462781887,2.0355446060801743,4,0.0018877114337077629,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,224/B,329,0.01178698029371228,7.642511043244684,2.6851072792194963,4,0.0010508815020960698,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1695,372,0.0022485632774033038,7.601435707176891,1.9298224124311556,4,0.009290468580150044,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,268,350,0.007755302850283363,7.641362333563697,1.869355121200957,4,0.0007441733991948497,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,303,352,0.0007319900648011801,7.642522417720442,2.0800317675295332,4,0.000559170404994244,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1013,372,0.005593776115661364,7.62278834395549,1.7447221116851643,4,0.007275887647808844,Poor Optimization (stuck on boundary)
village_Malatavadi,322,350,0.006934991092898746,7.6398300291434795,2.2261882863335387,4,0.0020783826548149446,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1849,343,0.00820768011177675,7.640416554566607,2.438852764036084,4,0.002402981651250706,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2420,352,0.001022369144898394,7.6432968486601585,1.8816858012591644,4,0.00014042773194287652,Poor Image Evidence (weak/missing edges)
village_Vadnerbhairav,717,379,0.0026572689728513454,7.63235824557994,1.9213994161601906,4,0.004172460574166533,Poor Optimization (stuck on boundary)
village_Malatavadi,519,352,0.00563967416482658,7.62354369984719,1.7142718448831222,4,0.005898532062624394,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2015,362,0.002805537867508312,7.634959553637571,1.9277188734393502,4,0.002245504082687247,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2589,354,0.0031147065603562285,7.628073348795766,1.9976728321888424,4,0.0037375811236103874,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,2653,357,0.026959110948054643,7.632795810132934,2.14019302496073,4,0.002891222840467519,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,227,330,0.003985623310195807,7.643242173353345,2.9362931897819577,4,0.0007249967542423609,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1884,356,0.004926642198336051,7.641830258793516,1.9491416241378474,4,0.0011049447179957614,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,542,346,0.02026506467964473,7.639179682773101,2.6872461469171216,4,0.002162809366855216,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,554,347,0.008121700070211513,7.622098348526715,2.348065069488742,4,0.0010342399791152179,Poor Image Evidence (weak/missing edges)
village_Vadnerbhairav,299,350,0.011139404702526279,7.635621556813193,2.0418862966154165,4,0.0027995471971515124,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1935,340,0.012424192880177931,7.639544420127468,2.3272571099196946,4,0.0025696165575338947,Poor Optimization (stuck on boundary)
village_Malatavadi,196/A,336,0.01358969334009752,7.639908642260142,2.4526650607757747,4,0.0021222378798184272,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,453,363,0.009771075668498108,7.635596247246211,1.8702891584148367,4,0.0029896202844489094,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,2100,341,0.006613884796187963,7.6413789529931595,2.363994099940363,4,0.0014919226454418735,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,769,353,0.017993383429522503,7.613841276185074,2.1228653218375286,4,0.010465745441078153,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,219,358,0.0027995234121516166,7.642121004148917,1.8644053928829365,4,0.0006164615344001646,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,832,355,0.007676786670931635,7.602363854699883,2.086950293561233,4,0.012965547833634308,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,1861/A,385,0.003107956377483456,7.586844410027626,2.014592728098112,4,0.007680725248774569,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,1598,363,0.00030561845623122696,7.637215110066339,1.680338258790189,4,0.002671369772405761,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1641,344,0.010719121544605859,7.640712231320462,2.3532426600923717,4,0.0020133502822036395,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,2004,329,0.011635659387183472,7.63890508946727,2.2846923490552085,4,0.0028785114531486356,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1936,362,0.0030450288918373314,7.630261713718551,1.58039204754401,4,0.0034665421924046313,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,802,374,0.008491444898783729,7.625119047318014,1.7304605890429174,4,0.006167804529357109,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,362,341,0.004563056346087724,7.63715230730514,2.202511294798692,4,0.0015039617427385751,Poor Optimization (stuck on boundary)
village_Malatavadi,1992,349,0.0044987863313806775,7.634857475662926,1.8772687031320687,4,0.005174369904560044,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,287,365,0.002772440142922772,7.643345178047394,2.172417877834172,4,0.0002746397176069242,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,2348,350,0.02311402789501399,7.624279242141252,2.075936463920674,4,0.00429868339988819,Poor Optimization (stuck on boundary)
village_Malatavadi,1352/16,332,0.024379309581635922,7.637768524527436,2.257541038404053,4,0.003624662365478533,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,273,359,0.0043595586338142645,7.6407259233214,1.7935557116090461,4,0.0010215497806472208,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,871,374,0.0030151208996299084,7.636447327112501,1.6311054781271164,4,0.0020793565653228355,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,522,376,0.009551673650953663,7.633283511938194,2.177970436609645,4,0.0018949982336320223,Poor Optimization (stuck on boundary)
village_Malatavadi,664/A,344,0.004570714395684239,7.641988119646408,2.1512086532685175,4,0.0012354928626405208,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,873,383,0.004238202975365257,7.616660990650195,1.7991584322555552,4,0.007882595568702558,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,235,354,0.003684150072724768,7.643489315011278,2.0783947171220163,4,0.00019363223957298702,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,628,366,0.004403546575581285,7.625779214508267,2.0399813126435107,4,0.005933265392002173,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1496,351,0.010330230685378972,7.640008679565595,2.459907694568122,4,0.0025041622855027524,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,796,345,0.00392353556333247,7.621330614644272,1.8888280972851093,4,0.008036825245839626,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,855,367,0.011835158978320937,7.615863902047514,1.8643174146266923,4,0.006649810925429327,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2008,351,0.016404527082276854,7.591767247340318,2.0324009686114577,4,0.009629811443332989,Poor Optimization (stuck on boundary)
village_Malatavadi,1905/70,334,0.006162340529218269,7.641940307185635,2.6837935908717276,4,0.0013002445744570406,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1610,356,0.015351762330928942,7.599526106670869,1.903921781991811,4,0.011191227789227853,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2537,351,0.0028052031954954315,7.6366277682278385,2.0179485720040167,4,0.0011918845265409211,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,1666,345,0.01262159138921426,7.633109558009458,2.191415314107935,4,0.004839945239300841,Poor Scoring Function (ambiguous multiple peaks)
village_Malatavadi,915,343,0.014382306543722856,7.640298688209573,2.4506061840435636,4,0.0020527629222077508,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,2173,353,0.004816155097753683,7.633507682731768,1.4981561530486678,4,0.0026117225705237493,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,860,370,0.017625538017799758,7.623649712117362,1.8890998976216589,4,0.005763906539952914,Poor Optimization (stuck on boundary)
village_Vadnerbhairav,902,363,0.009070595776143164,7.635646189049018,1.959921723040026,4,0.002178167319067356,Poor Scoring Function (ambiguous multiple peaks)
village_Vadnerbhairav,1996,379,0.013543788707997717,7.612033653996313,2.068084118258244,4,0.005383780431526861,Poor Optimization (stuck on boundary)
