village,var_before,var_after,avg_change,gt_before_iou,gt_after_iou,gt_iou_improvement
village_Malatavadi,54.51801406191201,38.51663693937763,7.535041518264202,0.28140609842786213,0.5902201500653332,0.3088140516374711
village_Vadnerbhairav,56.58208996707387,45.644738901007294,7.480283343778208,0.8547375513481552,0.8474833486208918,-0.0072542027272634035
